"Local","Latit","Longit","Ano","Solo","Cultivar","Bloco","kgha","Tecnologia","GM","Plantio","Ciclo","Textura_do_solo","Latitude","Longitude","Colheita","Cycle3","Cycle4","ID","Temp","Caracteristica","Clima","ALLSKY_SFC_LW_DWN_mean_0.45","ALLSKY_SFC_LW_DWN_mean_45.70","ALLSKY_SFC_LW_DWN_mean_70.","ALLSKY_SFC_SW_DWN_mean_0.45","ALLSKY_SFC_SW_DWN_mean_45.70","ALLSKY_SFC_SW_DWN_mean_70.","ETP_mean_0.45","ETP_mean_45.70","ETP_mean_70.","FRUE_mean_0.45","FRUE_mean_45.70","FRUE_mean_70.","GDD_mean_0.45","GDD_mean_45.70","GDD_mean_70.","PETP_mean_0.45","PETP_mean_45.70","PETP_mean_70.","RH2M_mean_0.45","RH2M_mean_45.70","RH2M_mean_70.","RTA_mean_0.45","RTA_mean_45.70","RTA_mean_70.","SPV_mean_0.45","SPV_mean_45.70","SPV_mean_70.","T2M_MAX_mean_0.45","T2M_MAX_mean_45.70","T2M_MAX_mean_70.","T2M_mean_0.45","T2M_mean_45.70","T2M_mean_70.","T2M_MIN_mean_0.45","T2M_MIN_mean_45.70","T2M_MIN_mean_70.","T2M_RANGE_mean_0.45","T2M_RANGE_mean_45.70","T2M_RANGE_mean_70.","T2MDEW_mean_0.45","T2MDEW_mean_45.70","T2MDEW_mean_70.","VPD_mean_0.45","VPD_mean_45.70","VPD_mean_70.","WS2M_mean_0.45","WS2M_mean_45.70","WS2M_mean_70.","ALLSKY_SFC_LW_DWN_sum_0.45","ALLSKY_SFC_LW_DWN_sum_45.70","ALLSKY_SFC_LW_DWN_sum_70.","PRECTOT_sum_0.45","PRECTOT_sum_45.70","PRECTOT_sum_70."
"Paraiso do Tocantins","10°11' 16.9'' S","48°40' 54.6'' W",2023,"Latossolo","AS3800",3,4693,"I2X",8,2022-11-17,110,"Media/argilosa",-10.1880277777778,-48.6818333333333,2023-03-07,"Medio","Precoce",55,-1,"LaNina","ModerateLaNina",420.352136363636,411.0554,409.424095238095,17.3014545454545,18.5654,20.0929047619048,7.93534032377892,8.50631258696029,9.2426361685228,0.647996753246753,0.639723809523809,0.676368480725624,10.9600909090909,10.899,11.2265952380952,1.51734149440289,-1.14631258696029,-3.35730283518946,82.5605454545455,82.561,81.3669523809524,39.4110819844982,39.553520291515,39.217867402466,0.195827293975662,0.194041529930625,0.201861882886324,29.2566818181818,29.0314,29.908619047619,25.3182727272727,25.3046,25.986,21.9191818181818,21.797,22.4588571428571,7.3385,7.2354,7.45076190476191,21.9019090909091,21.9538,22.3662380952381,0.729156059246686,0.682431242416337,0.771715997983916,1.45986363636364,1.171,1.23861904761905,18495.451,10276.361,17195.771,415.831,183.951,247.101
"Paraiso do Tocantins","10°11' 16.9'' S","48°40' 54.6'' W",2023,"Latossolo","AS3800",4,4395.41373591811,"I2X",8,2022-11-17,110,"Media/argilosa",-10.1880277777778,-48.6818333333333,2023-03-07,"Medio","Precoce",55,-1,"LaNina","ModerateLaNina",420.352136363636,411.0554,409.424095238095,17.3014545454545,18.5654,20.0929047619048,7.93534032377892,8.50631258696029,9.2426361685228,0.647996753246753,0.639723809523809,0.676368480725624,10.9600909090909,10.899,11.2265952380952,1.51734149440289,-1.14631258696029,-3.35730283518946,82.5605454545455,82.561,81.3669523809524,39.4110819844982,39.553520291515,39.217867402466,0.195827293975662,0.194041529930625,0.201861882886324,29.2566818181818,29.0314,29.908619047619,25.3182727272727,25.3046,25.986,21.9191818181818,21.797,22.4588571428571,7.3385,7.2354,7.45076190476191,21.9019090909091,21.9538,22.3662380952381,0.729156059246686,0.682431242416337,0.771715997983916,1.45986363636364,1.171,1.23861904761905,18495.451,10276.361,17195.771,415.831,183.951,247.101
"Paraiso do Tocantins","10°11' 16.9'' S","48°40' 54.6'' W",2023,"Latossolo","AS3838",1,4255.65463779738,"I2X",8.3,2022-11-17,115,"Media/argilosa",-10.1880277777778,-48.6818333333333,2023-03-12,"Medio","Medio",58,-1,"LaNina","ModerateLaNina",420.352136363636,411.0554,409.645893617021,17.3014545454545,18.5654,19.8473829787234,7.93534032377892,8.50631258696029,9.1275383562554,0.647996753246753,0.639723809523809,0.674257345491388,10.9600909090909,10.899,11.2072765957447,1.51734149440289,-1.14631258696029,-3.43894261157455,82.5605454545455,82.561,81.647170212766,39.4110819844982,39.553520291515,39.1089291355603,0.195827293975662,0.194041529930625,0.201396967508557,29.2566818181818,29.0314,29.8592978723404,25.3182727272727,25.3046,25.9527021276596,21.9191818181818,21.797,22.4195106382979,7.3385,7.2354,7.44078723404255,21.9019090909091,21.9538,22.3901489361702,0.729156059246686,0.682431242416337,0.758716266068756,1.45986363636364,1.171,1.23312765957447,18495.451,10276.361,19253.311,415.831,183.951,267.271
"Paraiso do Tocantins","10°11' 16.9'' S","48°40' 54.6'' W",2023,"Latossolo","AS3838",2,3890,"I2X",8.3,2022-11-17,115,"Media/argilosa",-10.1880277777778,-48.6818333333333,2023-03-12,"Medio","Medio",58,-1,"LaNina","ModerateLaNina",420.352136363636,411.0554,409.645893617021,17.3014545454545,18.5654,19.8473829787234,7.93534032377892,8.50631258696029,9.1275383562554,0.647996753246753,0.639723809523809,0.674257345491388,10.9600909090909,10.899,11.2072765957447,1.51734149440289,-1.14631258696029,-3.43894261157455,82.5605454545455,82.561,81.647170212766,39.4110819844982,39.553520291515,39.1089291355603,0.195827293975662,0.194041529930625,0.201396967508557,29.2566818181818,29.0314,29.8592978723404,25.3182727272727,25.3046,25.9527021276596,21.9191818181818,21.797,22.4195106382979,7.3385,7.2354,7.44078723404255,21.9019090909091,21.9538,22.3901489361702,0.729156059246686,0.682431242416337,0.758716266068756,1.45986363636364,1.171,1.23312765957447,18495.451,10276.361,19253.311,415.831,183.951,267.271
"Paraiso do Tocantins","10°11' 16.9'' S","48°40' 54.6'' W",2023,"Latossolo","AS3838",3,4063.27572555765,"I2X",8.3,2022-11-17,115,"Media/argilosa",-10.1880277777778,-48.6818333333333,2023-03-12,"Medio","Medio",58,-1,"LaNina","ModerateLaNina",420.352136363636,411.0554,409.645893617021,17.3014545454545,18.5654,19.8473829787234,7.93534032377892,8.50631258696029,9.1275383562554,0.647996753246753,0.639723809523809,0.674257345491388,10.9600909090909,10.899,11.2072765957447,1.51734149440289,-1.14631258696029,-3.43894261157455,82.5605454545455,82.561,81.647170212766,39.4110819844982,39.553520291515,39.1089291355603,0.195827293975662,0.194041529930625,0.201396967508557,29.2566818181818,29.0314,29.8592978723404,25.3182727272727,25.3046,25.9527021276596,21.9191818181818,21.797,22.4195106382979,7.3385,7.2354,7.44078723404255,21.9019090909091,21.9538,22.3901489361702,0.729156059246686,0.682431242416337,0.758716266068756,1.45986363636364,1.171,1.23312765957447,18495.451,10276.361,19253.311,415.831,183.951,267.271
"Paraiso do Tocantins","10°11' 16.9'' S","48°40' 54.6'' W",2023,"Latossolo","AS3838",4,4471.43650923353,"I2X",8.3,2022-11-17,115,"Media/argilosa",-10.1880277777778,-48.6818333333333,2023-03-12,"Medio","Medio",58,-1,"LaNina","ModerateLaNina",420.352136363636,411.0554,409.645893617021,17.3014545454545,18.5654,19.8473829787234,7.93534032377892,8.50631258696029,9.1275383562554,0.647996753246753,0.639723809523809,0.674257345491388,10.9600909090909,10.899,11.2072765957447,1.51734149440289,-1.14631258696029,-3.43894261157455,82.5605454545455,82.561,81.647170212766,39.4110819844982,39.553520291515,39.1089291355603,0.195827293975662,0.194041529930625,0.201396967508557,29.2566818181818,29.0314,29.8592978723404,25.3182727272727,25.3046,25.9527021276596,21.9191818181818,21.797,22.4195106382979,7.3385,7.2354,7.44078723404255,21.9019090909091,21.9538,22.3901489361702,0.729156059246686,0.682431242416337,0.758716266068756,1.45986363636364,1.171,1.23312765957447,18495.451,10276.361,19253.311,415.831,183.951,267.271
"Paraiso do Tocantins","10°11' 16.9'' S","48°40' 54.6'' W",2023,"Latossolo","BMXAtaque",1,4224.17167563007,"I2X",8.1,2022-11-17,110,"Media/argilosa",-10.1880277777778,-48.6818333333333,2023-03-07,"Medio","Precoce",55,-1,"LaNina","ModerateLaNina",420.352136363636,411.0554,409.424095238095,17.3014545454545,18.5654,20.0929047619048,7.93534032377892,8.50631258696029,9.2426361685228,0.647996753246753,0.639723809523809,0.676368480725624,10.9600909090909,10.899,11.2265952380952,1.51734149440289,-1.14631258696029,-3.35730283518946,82.5605454545455,82.561,81.3669523809524,39.4110819844982,39.553520291515,39.217867402466,0.195827293975662,0.194041529930625,0.201861882886324,29.2566818181818,29.0314,29.908619047619,25.3182727272727,25.3046,25.986,21.9191818181818,21.797,22.4588571428571,7.3385,7.2354,7.45076190476191,21.9019090909091,21.9538,22.3662380952381,0.729156059246686,0.682431242416337,0.771715997983916,1.45986363636364,1.171,1.23861904761905,18495.451,10276.361,17195.771,415.831,183.951,247.101
"Paraiso do Tocantins","10°11' 16.9'' S","48°40' 54.6'' W",2023,"Latossolo","BMXAtaque",2,3992.92058516196,"I2X",8.1,2022-11-17,110,"Media/argilosa",-10.1880277777778,-48.6818333333333,2023-03-07,"Medio","Precoce",55,-1,"LaNina","ModerateLaNina",420.352136363636,411.0554,409.424095238095,17.3014545454545,18.5654,20.0929047619048,7.93534032377892,8.50631258696029,9.2426361685228,0.647996753246753,0.639723809523809,0.676368480725624,10.9600909090909,10.899,11.2265952380952,1.51734149440289,-1.14631258696029,-3.35730283518946,82.5605454545455,82.561,81.3669523809524,39.4110819844982,39.553520291515,39.217867402466,0.195827293975662,0.194041529930625,0.201861882886324,29.2566818181818,29.0314,29.908619047619,25.3182727272727,25.3046,25.986,21.9191818181818,21.797,22.4588571428571,7.3385,7.2354,7.45076190476191,21.9019090909091,21.9538,22.3662380952381,0.729156059246686,0.682431242416337,0.771715997983916,1.45986363636364,1.171,1.23861904761905,18495.451,10276.361,17195.771,415.831,183.951,247.101
"Paraiso do Tocantins","10°11' 16.9'' S","48°40' 54.6'' W",2023,"Latossolo","BMXAtaque",3,4450.06896551724,"I2X",8.1,2022-11-17,110,"Media/argilosa",-10.1880277777778,-48.6818333333333,2023-03-07,"Medio","Precoce",55,-1,"LaNina","ModerateLaNina",420.352136363636,411.0554,409.424095238095,17.3014545454545,18.5654,20.0929047619048,7.93534032377892,8.50631258696029,9.2426361685228,0.647996753246753,0.639723809523809,0.676368480725624,10.9600909090909,10.899,11.2265952380952,1.51734149440289,-1.14631258696029,-3.35730283518946,82.5605454545455,82.561,81.3669523809524,39.4110819844982,39.553520291515,39.217867402466,0.195827293975662,0.194041529930625,0.201861882886324,29.2566818181818,29.0314,29.908619047619,25.3182727272727,25.3046,25.986,21.9191818181818,21.797,22.4588571428571,7.3385,7.2354,7.45076190476191,21.9019090909091,21.9538,22.3662380952381,0.729156059246686,0.682431242416337,0.771715997983916,1.45986363636364,1.171,1.23861904761905,18495.451,10276.361,17195.771,415.831,183.951,247.101
"Paraiso do Tocantins","10°11' 16.9'' S","48°40' 54.6'' W",2023,"Latossolo","BMXAtaque",4,4431.1229806509,"I2X",8.1,2022-11-17,110,"Media/argilosa",-10.1880277777778,-48.6818333333333,2023-03-07,"Medio","Precoce",55,-1,"LaNina","ModerateLaNina",420.352136363636,411.0554,409.424095238095,17.3014545454545,18.5654,20.0929047619048,7.93534032377892,8.50631258696029,9.2426361685228,0.647996753246753,0.639723809523809,0.676368480725624,10.9600909090909,10.899,11.2265952380952,1.51734149440289,-1.14631258696029,-3.35730283518946,82.5605454545455,82.561,81.3669523809524,39.4110819844982,39.553520291515,39.217867402466,0.195827293975662,0.194041529930625,0.201861882886324,29.2566818181818,29.0314,29.908619047619,25.3182727272727,25.3046,25.986,21.9191818181818,21.797,22.4588571428571,7.3385,7.2354,7.45076190476191,21.9019090909091,21.9538,22.3662380952381,0.729156059246686,0.682431242416337,0.771715997983916,1.45986363636364,1.171,1.23861904761905,18495.451,10276.361,17195.771,415.831,183.951,247.101
"Paraiso do Tocantins","10°11' 16.9'' S","48°40' 54.6'' W",2023,"Latossolo","BMXDesafio",1,4487.94148380355,"RR",7.4,2022-11-17,102,"Media/argilosa",-10.1880277777778,-48.6818333333333,2023-02-27,"Precoce","Precoce",50,-1,"LaNina","ModerateLaNina",420.352136363636,411.0554,409.036,17.3014545454545,18.5654,20.5495294117647,7.93534032377892,8.50631258696029,9.45253922810224,0.647996753246753,0.639723809523809,0.676140056022409,10.9600909090909,10.899,11.1896764705882,1.51734149440289,-1.14631258696029,-3.36142158104342,82.5605454545455,82.561,80.9789411764706,39.4110819844982,39.553520291515,39.359538605609,0.195827293975662,0.194041529930625,0.201835025108578,29.2566818181818,29.0314,29.9712941176471,25.3182727272727,25.3046,25.9824705882353,21.9191818181818,21.797,22.3865882352941,7.3385,7.2354,7.58570588235294,21.9019090909091,21.9538,22.2736470588235,0.729156059246686,0.682431242416337,0.789347022796278,1.45986363636364,1.171,1.26541176470588,18495.451,10276.361,13907.191,415.831,183.951,207.031
"Paraiso do Tocantins","10°11' 16.9'' S","48°40' 54.6'' W",2023,"Latossolo","BMXDesafio",2,4268.95165482585,"RR",7.4,2022-11-17,102,"Media/argilosa",-10.1880277777778,-48.6818333333333,2023-02-27,"Precoce","Precoce",50,-1,"LaNina","ModerateLaNina",420.352136363636,411.0554,409.036,17.3014545454545,18.5654,20.5495294117647,7.93534032377892,8.50631258696029,9.45253922810224,0.647996753246753,0.639723809523809,0.676140056022409,10.9600909090909,10.899,11.1896764705882,1.51734149440289,-1.14631258696029,-3.36142158104342,82.5605454545455,82.561,80.9789411764706,39.4110819844982,39.553520291515,39.359538605609,0.195827293975662,0.194041529930625,0.201835025108578,29.2566818181818,29.0314,29.9712941176471,25.3182727272727,25.3046,25.9824705882353,21.9191818181818,21.797,22.3865882352941,7.3385,7.2354,7.58570588235294,21.9019090909091,21.9538,22.2736470588235,0.729156059246686,0.682431242416337,0.789347022796278,1.45986363636364,1.171,1.26541176470588,18495.451,10276.361,13907.191,415.831,183.951,207.031
"Paraiso do Tocantins","10°11' 16.9'' S","48°40' 54.6'' W",2023,"Latossolo","BMXDesafio",3,3451.16868592731,"RR",7.4,2022-11-17,102,"Media/argilosa",-10.1880277777778,-48.6818333333333,2023-02-27,"Precoce","Precoce",50,-1,"LaNina","ModerateLaNina",420.352136363636,411.0554,409.036,17.3014545454545,18.5654,20.5495294117647,7.93534032377892,8.50631258696029,9.45253922810224,0.647996753246753,0.639723809523809,0.676140056022409,10.9600909090909,10.899,11.1896764705882,1.51734149440289,-1.14631258696029,-3.36142158104342,82.5605454545455,82.561,80.9789411764706,39.4110819844982,39.553520291515,39.359538605609,0.195827293975662,0.194041529930625,0.201835025108578,29.2566818181818,29.0314,29.9712941176471,25.3182727272727,25.3046,25.9824705882353,21.9191818181818,21.797,22.3865882352941,7.3385,7.2354,7.58570588235294,21.9019090909091,21.9538,22.2736470588235,0.729156059246686,0.682431242416337,0.789347022796278,1.45986363636364,1.171,1.26541176470588,18495.451,10276.361,13907.191,415.831,183.951,207.031
"Paraiso do Tocantins","10°11' 16.9'' S","48°40' 54.6'' W",2023,"Latossolo","BMXDesafio",4,4014,"RR",7.4,2022-11-17,102,"Media/argilosa",-10.1880277777778,-48.6818333333333,2023-02-27,"Precoce","Precoce",50,-1,"LaNina","ModerateLaNina",420.352136363636,411.0554,409.036,17.3014545454545,18.5654,20.5495294117647,7.93534032377892,8.50631258696029,9.45253922810224,0.647996753246753,0.639723809523809,0.676140056022409,10.9600909090909,10.899,11.1896764705882,1.51734149440289,-1.14631258696029,-3.36142158104342,82.5605454545455,82.561,80.9789411764706,39.4110819844982,39.553520291515,39.359538605609,0.195827293975662,0.194041529930625,0.201835025108578,29.2566818181818,29.0314,29.9712941176471,25.3182727272727,25.3046,25.9824705882353,21.9191818181818,21.797,22.3865882352941,7.3385,7.2354,7.58570588235294,21.9019090909091,21.9538,22.2736470588235,0.729156059246686,0.682431242416337,0.789347022796278,1.45986363636364,1.171,1.26541176470588,18495.451,10276.361,13907.191,415.831,183.951,207.031
